playdate,number,day,vteam,vleague,v_number,hteam,hleague,h_number,vscore,hscore,len_game,daynight,cinfo,finfo,pinfo,park_id,attendance,len_min,v_line_score,h_line_score,v_at_bats,v_hits,v_doubles,v_triples,v_hruns,v_rbi,v_sh,v_sf,v_hit_pitch,v_walks,v_in_walks,v_strkouts,v_stlbase,v_cau_stl,v_grd_dbl,v_af_ci,v_lft_base,v_ptc_used,v_in_er_rn,v_er_rns,v_wld_ptc,v_balks,v_putouts,v_assists,v_errors,v_pballs,v_dplays,v_tplays,h_bats,h_hits,h_doubles,h_triples,h_hruns,h_rbi,h_sac_hts,h_sac_fly,h_hit_pch,h_walks,h_in_walks,h_strkout,h_stl_bs,h_cug_stl,h_dbl_play,h_af_ci,h_lft_base,h_pch_used,h_in_runs,h_er_runs,h_wld_pitch,h_balks,h_putouts,h_assists,h_errors,h_pballs,h_dplays,h_tplays,hp_ump_id,hp_name,1b_ump_id,1b_ump_name,2b_ump_id,2b_ump_name,3b_ump_id,3b_ump_name,lf_ump_id,lf_ump_name,rf_ump_id,rf_ump_name,v_mid,v_mname,h_mid,h_mname,w_pch_id,w_pch_name,l_pch_id,l_pch_name,s_pch_id,s_pch_name,g_rbi_bt_id,g_rbi_bt_name,v_st_pch_id,v_st_pch_name,h_st_pch_id,h_st_pch_name,v_st_pl1_id,v_st_pl1_name,v_pl1_def_pos,v_st_pl2_id,v_st_pl2_name,v_pl2_def_pos,v_st_pl3_id,v_st_pl3_name,v_pl3_def_pos,v_st_pl4_id,v_st_pl4_name,v_pl4_def_pos,v_st_pl5_id,v_st_pl5_name,v_pl5_def_pos,v_st_pl6_id,v_st_pl6_name,v_pl6_def_pos,v_st_pl7_id,v_st_pl7_name,v_pl7_def_pos,v_st_pl8_id,v_st_pl8_name,v_pl8_def_pos,v_st_pl9_id,v_st_pl9_name,v_pl9_def_pos,h_st_pl1_id,h_st_pl1_name,h_pl1_def_pos,h_st_pl2_id,h_st_pl2_name,h_pl2_def_pos,h_st_pl3_id,h_st_pl3_name,h_pl3_def_pos,h_st_pl4_id,h_st_pl4_name,h_pl4_def_pos,h_st_pl5_id,h_st_pl5_name,h_pl5_def_pos,h_st_pl6_id,h_st_pl6_name,h_pl6_def_pos,h_st_pl7_id,h_st_pl7_name,h_pl7_def_pos,h_st_pl8_id,h_st_pl8_name,h_pl8_def_pos,h_st_pl9_id,h_st_pl9_name,h_pl9_def_pos,HTBF,ACQ
19010509,0,Thu,SLN,NL,16,CIN,NL,15,3,9,51,D,,,,CIN05,1800,100,300,63000000x,36,9,0,1,0,2,0,-1,0,3,-1,6,0,-1,-1,0,9,2,6,0,1,0,24,12,3,0,1,0,34,14,3,1,0,7,2,-1,1,6,-1,4,1,-1,-1,0,10,1,1,0,0,0,27,15,2,0,1,0,emslb101,Bob Emslie,,(none),,(none),,(none),,(none),,(none),donop101,Patsy Donovan,mcphb101,Bid McPhee,hahnn101,Noodles Hahn,breit101,Theodore Breitenstein,,(none),,(none),breit101,Theodore Breitenstein,hahnn101,Noodles Hahn,burkj101,Jesse Burkett,7,heide101,Emmet Heidrick,8,donop101,Patsy Donovan,9,mcgad102,Dan McGann,3,wallb101,Bobby Wallace,6,chilp102,Pete Childs,4,krueo101,Otto Krueger,5,schrp101,Pop Schriver,2,breit101,Theodore Breitenstein,1,mcbra101,Algie McBride,8,harld101,Dick Harley,7,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,steih101,Harry Steinfeldt,4,irwic101,Charlie Irwin,5,corct101,Tommy Corcoran,6,peith101,Heinie Peitz,2,hahnn101,Noodles Hahn,1,,D
19010510,0,Fri,CHA,AL,15,CLE,AL,15,5,4,54,D,,,,CLE05,800,105,101000201,2000200,36,9,2,0,0,3,1,-1,0,5,-1,0,0,-1,-1,0,10,2,4,0,0,0,27,11,0,0,2,0,32,10,0,1,0,3,2,-1,0,4,-1,1,3,-1,-1,0,7,1,3,0,3,0,27,19,3,0,0,0,manna901,Al Mannassau,sherj901,Jack Sheridan,,(none),,(none),,(none),,(none),grifc101,Clark Griffith,mcalj102,Jimmy McAleer,grifc101,Clark Griffith,hartb106,Bill Hart,,(none),,(none),pattr101,Roy Patterson,hartb106,Bill Hart,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,isbef101,Frank Isbell,3,hartf101,Fred Hartman,5,shugf101,Frank Shugart,6,mcfah102,Herm McFarland,7,sullb102,Billy Sullivan,2,pattr101,Roy Patterson,1,picko101,Ollie Pickering,9,mccaj105,Jack McCarthy,7,genif101,Frank Genins,8,lachc101,Candy LaChance,3,bradb102,Bill Bradley,5,becke101,Erve Beck,4,shayd101,Danny Shay,6,yeagg101,George Yeager,2,hartb106,Bill Hart,1,,D
19010510,0,Fri,DET,AL,15,MLA,AL,15,7,6,54,D,,,,MIL04,1500,120,120211000,10001310,35,11,2,1,0,6,3,-1,0,2,-1,-1,2,-1,-1,0,7,2,5,0,0,0,27,10,1,0,1,0,37,11,1,1,0,5,0,-1,1,4,-1,-1,4,-1,-1,0,9,2,6,0,0,0,27,18,4,0,0,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),stalg101,George Stallings,duffh101,Hugh Duffy,cronj102,Jack Cronin,hustb101,Bert Husting,millr112,Roscoe Miller,,(none),cronj102,Jack Cronin,hustb101,Bert Husting,cased101,Doc Casey,5,barrj103,Jimmy Barrett,8,gleak101,Kid Gleason,4,holmd101,Ducky Holmes,9,dillp103,Pop Dillon,3,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,buelf101,Fritz Buelow,2,cronj102,Jack Cronin,1,waldi101,Irv Waldron,9,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,7,andej101,John Anderson,3,conrw101,Wid Conroy,6,duffh101,Hugh Duffy,8,burkj104,Jimmy Burke,5,leaht101,Tom Leahy,2,hustb101,Bert Husting,1,,D
19010510,0,Fri,SLN,NL,17,CHN,NL,18,1,4,51,D,,,,CHI08,500,80,10000,00003100x,32,5,2,0,0,1,1,-1,0,2,-1,7,0,-1,-1,0,7,1,4,0,0,0,24,8,0,0,0,0,29,7,0,1,1,4,1,-1,0,2,-1,4,0,-1,-1,0,4,1,1,0,0,0,27,13,2,1,0,0,emslb101,Bob Emslie,,(none),,(none),,(none),,(none),,(none),donop101,Patsy Donovan,loftt101,Tom Loftus,waddr101,Rube Waddell,jonec107,Cowboy Jones,,(none),,(none),jonec107,Cowboy Jones,waddr101,Rube Waddell,burkj101,Jesse Burkett,7,nicha101,Art Nichols,8,donop101,Patsy Donovan,9,mcgad102,Dan McGann,3,wallb101,Bobby Wallace,6,chilp102,Pete Childs,4,krueo101,Otto Krueger,5,ryanj103,Jack Ryan,2,jonec107,Cowboy Jones,1,hartt102,Topsy Hartsel,7,dolac101,Cozy Dolan,9,dextc101,Charlie Dexter,8,doylj103,Jack Doyle,3,chilc101,Cupid Childs,4,raymf101,Fred Raymer,5,mccob104,Barry McCormick,6,klinj101,Johnny Kling,2,waddr101,Rube Waddell,1,,D
19010510,0,Fri,CIN,NL,16,PIT,NL,15,0,3,42,D,,,,PIT05,3500,75,0,11010,27,7,0,0,0,0,0,-1,0,0,-1,5,1,-1,-1,0,6,1,3,0,0,0,21,13,3,2,0,0,27,5,1,0,0,3,1,-1,0,2,-1,0,0,-1,-1,0,6,1,0,0,0,0,21,7,3,0,0,0,dwyef101,Frank Dwyer,,(none),,(none),,(none),,(none),,(none),mcphb101,Bid McPhee,clarf101,Fred Clarke,tannj101,Jesse Tannehill,newtd101,Doc Newton,,(none),,(none),newtd101,Doc Newton,tannj101,Jesse Tannehill,mcbra101,Algie McBride,7,dobbj101,John Dobbs,8,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,steih101,Harry Steinfeldt,4,irwic101,Charlie Irwin,5,corct101,Tommy Corcoran,6,kahom101,Mike Kahoe,2,newtd101,Doc Newton,1,leact101,Tommy Leach,5,ritcc101,Claude Ritchey,4,beaug101,Ginger Beaumont,8,wagnh101,Honus Wagner,9,brank101,Kitty Bransfield,3,smitm104,Elmer Smith,7,ely-b101,Bones Ely,6,zimmc101,Chief Zimmer,2,tannj101,Jesse Tannehill,1,,D
19010511,0,Sat,PHA,AL,13,BLA,AL,12,7,6,54,D,,,,BAL09,3547,100,10110040,200310,40,13,3,2,0,6,0,-1,0,0,-1,3,1,-1,-1,0,6,1,5,0,0,0,27,16,1,0,0,0,35,10,0,2,0,5,0,-1,0,1,-1,1,0,-1,-1,0,0,1,6,0,0,0,27,13,5,0,0,0,cantj801,Joe Cantillon,,(none),,(none),,(none),,(none),,(none),mackc101,Connie Mack,mcgrj101,John McGraw,bernb101,Bill Bernhard,howeh101,Harry Howell,,(none),,(none),bernb101,Bill Bernhard,howeh101,Harry Howell,haydj101,Jack Hayden,9,geiep101,Phil Geier,8,fultd101,Dave Fultz,7,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,3,crosl101,Lave Cross,5,lochh101,Harry Lochhead,6,powem102,Doc Powers,2,bernb101,Bill Bernhard,1,mcgrj101,John McGraw,5,donlm101,Mike Donlin,7,willj106,Jimmy Williams,4,keisb101,Bill Keister,6,seymc101,Cy Seymour,9,jackj103,Jim Jackson,8,foutf101,Frank Foutz,3,robiw101,Wilbert Robinson,2,howeh101,Harry Howell,1,,D
19010511,0,Sat,WS1,AL,12,BOS,AL,13,3,2,54,D,,,,BOS06,7261,172,300000000,10010000,28,3,1,0,0,3,1,-1,1,6,-1,-1,0,-1,-1,0,6,1,2,0,0,0,27,12,1,0,0,0,34,8,4,0,0,2,0,-1,0,0,-1,1,0,-1,-1,0,5,1,3,0,0,0,27,19,0,0,1,0,haskj901,Jack Haskell,,(none),,(none),,(none),,(none),,(none),mannj102,Jim Manning,collj103,Jimmy Collins,lee-w101,Watty Lee,lewit101,Ted Lewis,,(none),,(none),lee-w101,Watty Lee,lewit101,Ted Lewis,farrj103,John Farrell,8,everb101,Bill Everitt,3,fostp101,Pop Foster,7,dungs101,Sam Dungan,9,quinj103,Joe Quinn,4,clinb101,Billy Clingman,6,cougb101,Bill Coughlin,5,clarb103,Boileryard Clarke,2,lee-w101,Watty Lee,1,dowdt101,Tommy Dowd,7,hempc101,Charlie Hemphill,9,jonec106,Charlie Jones,8,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,crigl101,Lou Criger,2,lewit101,Ted Lewis,1,,D
19010511,0,Sat,CHA,AL,16,DET,AL,16,4,9,51,D,,,,DET02,7912,120,100003000,50013000x,37,11,2,0,0,4,1,-1,0,4,-1,2,0,-1,-1,0,11,2,3,0,1,0,24,16,4,0,0,0,34,9,3,0,0,5,0,-1,1,5,-1,2,1,-1,-1,0,7,1,2,0,0,0,27,17,2,0,0,0,sherj901,Jack Sheridan,,(none),,(none),,(none),,(none),,(none),grifc101,Clark Griffith,stalg101,George Stallings,yeagj101,Joe Yeager,skopj101,John Skopec,,(none),,(none),skopj101,John Skopec,yeagj101,Joe Yeager,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,isbef101,Frank Isbell,3,hartf101,Fred Hartman,5,shugf101,Frank Shugart,6,mcfah102,Herm McFarland,7,sullb102,Billy Sullivan,2,skopj101,John Skopec,1,cased101,Doc Casey,5,barrj103,Jimmy Barrett,8,gleak101,Kid Gleason,4,holmd101,Ducky Holmes,9,dillp103,Pop Dillon,3,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,buelf101,Fritz Buelow,2,yeagj101,Joe Yeager,1,,D
19010511,0,Sat,CLE,AL,16,MLA,AL,16,5,12,51,D,,,,MIL04,1800,125,100102001,20200440x,39,10,1,1,0,4,0,-1,0,5,-1,7,4,-1,-1,0,12,2,7,0,2,0,24,14,0,1,0,0,34,16,2,2,1,12,2,-1,1,8,-1,2,5,-1,-1,0,9,1,3,0,0,0,27,12,5,0,0,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),mcalj102,Jimmy McAleer,duffh101,Hugh Duffy,spart101,Tully Sparks,hoffb102,Bill Hoffer,,(none),,(none),scote102,Ed Scott,spart101,Tully Sparks,picko101,Ollie Pickering,9,mccaj105,Jack McCarthy,7,genif101,Frank Genins,8,lachc101,Candy LaChance,3,bradb102,Bill Bradley,5,becke101,Erve Beck,4,shayd101,Danny Shay,6,woodb101,Bob Wood,2,scote102,Ed Scott,1,waldi101,Irv Waldron,9,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,8,andej101,John Anderson,3,conrw101,Wid Conroy,6,duffh101,Hugh Duffy,7,burkj104,Jimmy Burke,5,leaht101,Tom Leahy,2,spart101,Tully Sparks,1,,D
19010511,0,Sat,NY1,NL,12,BRO,NL,15,7,0,54,D,,,,NYC12,8500,96,40300000,0,34,9,2,1,0,7,1,-1,0,4,-1,6,0,-1,-1,0,5,1,0,0,0,0,27,10,1,1,0,0,30,2,0,0,0,0,0,-1,0,1,-1,4,1,-1,-1,0,4,2,7,0,0,0,27,8,0,0,1,0,odayh101,Hank O'Day,,(none),,(none),,(none),,(none),,(none),davig102,George Davis,hanln101,Ned Hanlon,mathc102,Christy Mathewson,kennb101,Brickyard Kennedy,,(none),,(none),mathc102,Christy Mathewson,kennb101,Brickyard Kennedy,bernc101,Curt Bernard,8,selbk101,Kip Selbach,7,davig102,George Davis,6,hickc101,Charlie Hickman,9,stras102,Sammy Strang,5,ganzj101,John Ganzel,3,nelsr102,Ray Nelson,4,smita105,Aleck Smith,2,mathc102,Christy Mathewson,1,keelw101,Willie Keeler,9,shecj101,Jimmy Sheckard,7,mccrt101,Tom McCreery,8,farrd102,Duke Farrell,3,dalyt101,Tom Daly,4,dahlb102,Bill Dahlen,6,gatif101,Frank Gatins,5,mcgud101,Deacon McGuire,2,kennb101,Brickyard Kennedy,1,,D
19010511,0,Sat,PHI,NL,16,BSN,NL,13,9,4,54,D,,,,BOS05,2500,105,302300100,300100,36,13,0,1,1,9,2,-1,1,4,-1,11,2,-1,-1,0,7,1,3,0,0,0,27,16,1,0,2,0,31,6,1,0,1,4,1,-1,1,2,-1,1,0,-1,-1,0,4,2,7,0,0,0,27,14,1,0,0,0,nashb101,Billy Nash,,(none),,(none),,(none),,(none),,(none),shetb801,Bill Shettsline,selef801,Frank Selee,ortha101,Al Orth,nichk101,Kid Nichols,,(none),,(none),ortha101,Al Orth,nichk101,Kid Nichols,thomr101,Roy Thomas,8,delae101,Ed Delahanty,3,flice101,Elmer Flick,9,wolvh101,Harry Wolverton,5,slagj102,Jimmy Slagle,7,jackf101,Fred Jacklitsch,2,crosm101,Monte Cross,6,hallb101,Bill Hallman,4,ortha101,Al Orth,1,hamib101,Billy Hamilton,8,tennf102,Fred Tenney,3,demog101,Gene DeMontreville,5,longh101,Herman Long,6,crolf101,Fred Crolius,9,gammd101,Daff Gammons,7,loweb101,Bobby Lowe,4,kittm101,Malachi Kittridge,2,nichk101,Kid Nichols,1,,D
19010511,0,Sat,SLN,NL,18,CHN,NL,19,2,12,51,D,,,,CHI08,3800,115,2000000,10314021x,31,9,2,0,0,2,1,-1,0,3,-1,4,0,-1,-1,0,6,2,10,0,0,0,24,16,4,1,1,0,37,15,2,3,0,11,0,-1,0,5,-1,3,4,-1,-1,0,6,1,0,0,0,0,27,14,2,0,3,0,emslb101,Bob Emslie,,(none),,(none),,(none),,(none),,(none),donop101,Patsy Donovan,loftt101,Tom Loftus,easom101,Mal Eason,powej105,Jack Powell,,(none),,(none),powej105,Jack Powell,easom101,Mal Eason,burkj101,Jesse Burkett,7,heide101,Emmet Heidrick,8,donop101,Patsy Donovan,9,mcgad102,Dan McGann,3,wallb101,Bobby Wallace,6,paddd102,Dick Padden,4,krueo101,Otto Krueger,5,schrp101,Pop Schriver,2,powej105,Jack Powell,1,hartt102,Topsy Hartsel,7,dolac101,Cozy Dolan,9,greed103,Danny Green,8,dextc101,Charlie Dexter,3,chilc101,Cupid Childs,4,raymf101,Fred Raymer,5,mccob104,Barry McCormick,6,chanf101,Frank Chance,2,easom101,Mal Eason,1,,D
19010512,0,Sun,CHA,AL,17,DET,AL,17,5,7,51,D,,,,DET03,7000,105,212,03002011x,34,9,3,0,2,4,0,-1,0,1,-1,3,0,-1,-1,0,3,1,4,0,0,0,24,17,4,0,2,0,36,14,6,0,0,6,2,-1,0,1,-1,2,1,-1,-1,0,8,1,3,0,0,0,27,16,1,0,1,0,sherj901,Jack Sheridan,manna901,Al Mannassau,,(none),,(none),,(none),,(none),grifc101,Clark Griffith,stalg101,George Stallings,sieve101,Ed Siever,katoj101,Jack Katoll,,(none),,(none),katoj101,Jack Katoll,sieve101,Ed Siever,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,isbef101,Frank Isbell,3,hartf101,Fred Hartman,5,shugf101,Frank Shugart,6,mcfah102,Herm McFarland,7,sullb102,Billy Sullivan,2,katoj101,Jack Katoll,1,cased101,Doc Casey,5,barrj103,Jimmy Barrett,8,gleak101,Kid Gleason,4,holmd101,Ducky Holmes,9,dillp103,Pop Dillon,3,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,buelf101,Fritz Buelow,2,sieve101,Ed Siever,1,,D
19010512,0,Sun,CLE,AL,17,MLA,AL,17,2,5,51,D,,,,MIL04,3500,95,101000,01030100x,34,7,0,0,0,1,1,-1,0,2,-1,0,0,-1,-1,0,8,1,3,0,0,1,24,15,2,1,0,0,34,9,2,0,0,3,1,-1,1,3,-1,1,3,-1,-1,0,10,1,0,0,0,0,27,14,5,0,0,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),mcalj102,Jimmy McAleer,duffh101,Hugh Duffy,dowlp101,Pete Dowling,hartb106,Bill Hart,,(none),,(none),hartb106,Bill Hart,dowlp101,Pete Dowling,picko101,Ollie Pickering,9,mccaj105,Jack McCarthy,7,bradb102,Bill Bradley,5,lachc101,Candy LaChance,3,yeagg101,George Yeager,2,becke101,Erve Beck,4,shayd101,Danny Shay,6,genif101,Frank Genins,8,hartb106,Bill Hart,1,waldi101,Irv Waldron,9,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,8,andej101,John Anderson,3,conrw101,Wid Conroy,6,duffh101,Hugh Duffy,7,burkj104,Jimmy Burke,5,leaht101,Tom Leahy,2,dowlp101,Pete Dowling,1,,D
19010512,0,Sun,SLN,NL,19,CHN,NL,20,3,6,51,D,,,,CHI08,7000,80,30,30300000x,32,5,0,1,0,3,0,-1,0,1,-1,5,0,-1,-1,0,3,1,3,0,0,0,24,12,2,1,1,0,32,8,1,0,0,6,0,-1,0,3,-1,2,5,-1,-1,0,5,1,3,0,0,0,27,18,2,0,2,0,emslb101,Bob Emslie,,(none),,(none),,(none),,(none),,(none),donop101,Patsy Donovan,loftt101,Tom Loftus,waddr101,Rube Waddell,murpe103,Ed Murphy,,(none),,(none),murpe103,Ed Murphy,waddr101,Rube Waddell,burkj101,Jesse Burkett,7,heide101,Emmet Heidrick,8,donop101,Patsy Donovan,9,mcgad102,Dan McGann,3,wallb101,Bobby Wallace,6,paddd102,Dick Padden,4,krueo101,Otto Krueger,5,nicha101,Art Nichols,2,murpe103,Ed Murphy,1,hartt102,Topsy Hartsel,7,dolac101,Cozy Dolan,9,greed103,Danny Green,8,dextc101,Charlie Dexter,3,chilc101,Cupid Childs,4,raymf101,Fred Raymer,5,mccob104,Barry McCormick,6,klinj101,Johnny Kling,2,waddr101,Rube Waddell,1,,D
19010512,0,Sun,PIT,NL,16,CIN,NL,17,1,6,51,D,,,,CIN05,12994,110,1,00001500x,34,9,1,0,0,1,0,-1,0,2,-1,4,1,-1,-1,0,9,1,2,0,0,0,24,13,4,0,0,0,30,7,0,0,1,3,0,-1,0,5,-1,5,2,-1,-1,0,5,1,1,0,0,0,26,12,1,0,1,0,dwyef101,Frank Dwyer,,(none),,(none),,(none),,(none),,(none),clarf101,Fred Clarke,mcphb101,Bid McPhee,hahnn101,Noodles Hahn,leevs101,Sam Leever,,(none),,(none),leevs101,Sam Leever,hahnn101,Noodles Hahn,leact101,Tommy Leach,5,ritcc101,Claude Ritchey,4,beaug101,Ginger Beaumont,8,wagnh101,Honus Wagner,9,brank101,Kitty Bransfield,3,tannj101,Jesse Tannehill,7,ely-b101,Bones Ely,6,oconj104,Jack O'Connor,2,leevs101,Sam Leever,1,mcbra101,Algie McBride,7,dobbj101,John Dobbs,8,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,steih101,Harry Steinfeldt,4,irwic101,Charlie Irwin,5,magog101,George Magoon,6,peith101,Heinie Peitz,2,hahnn101,Noodles Hahn,1,,D
19010513,0,Mon,PHA,AL,14,BLA,AL,13,5,14,51,D,,,,BAL09,2794,105,400010,33120212x,36,9,2,0,0,4,0,-1,0,3,-1,2,0,-1,-1,0,7,2,10,0,0,0,24,17,7,0,0,0,35,9,1,2,0,12,1,-1,0,8,-1,2,6,-1,-1,0,6,1,4,0,0,0,27,8,3,0,1,0,cantj801,Joe Cantillon,,(none),,(none),,(none),,(none),,(none),mackc101,Connie Mack,mcgrj101,John McGraw,mcgij101,Joe McGinnity,bakeb102,Bock Baker,,(none),,(none),bakeb102,Bock Baker,mcgij101,Joe McGinnity,haydj101,Jack Hayden,9,geiep101,Phil Geier,8,fultd101,Dave Fultz,7,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,3,crosl101,Lave Cross,5,lochh101,Harry Lochhead,6,powem102,Doc Powers,2,bakeb102,Bock Baker,1,mcgrj101,John McGraw,5,donlm101,Mike Donlin,7,willj106,Jimmy Williams,4,keisb101,Bill Keister,6,seymc101,Cy Seymour,9,jackj103,Jim Jackson,8,foutf101,Frank Foutz,3,robiw101,Wilbert Robinson,2,mcgij101,Joe McGinnity,1,,D
19010513,0,Mon,WS1,AL,13,BOS,AL,14,5,2,54,D,,,,BOS06,3000,103,2120,1000100,37,11,1,3,0,3,0,-1,0,0,-1,0,0,-1,-1,0,5,1,2,0,0,0,27,9,2,0,1,0,33,6,1,1,0,2,0,-1,0,1,-1,1,3,-1,-1,0,5,1,3,0,0,0,27,16,4,0,3,0,haskj901,Jack Haskell,,(none),,(none),,(none),,(none),,(none),mannj102,Jim Manning,collj103,Jimmy Collins,carrb102,Bill Carrick,kellw102,Win Kellum,,(none),,(none),carrb102,Bill Carrick,kellw102,Win Kellum,farrj103,John Farrell,8,everb101,Bill Everitt,3,fostp101,Pop Foster,7,dungs101,Sam Dungan,9,quinj103,Joe Quinn,4,clinb101,Billy Clingman,6,cougb101,Bill Coughlin,5,gradm101,Mike Grady,2,carrb102,Bill Carrick,1,dowdt101,Tommy Dowd,7,hempc101,Charlie Hemphill,9,jonec106,Charlie Jones,8,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,crigl101,Lou Criger,2,kellw102,Win Kellum,1,,D
19010513,0,Mon,CHA,AL,18,DET,AL,18,7,8,52,D,,,,DET02,2719,149,201021001,30000221,34,9,2,0,0,6,2,-1,1,3,-1,1,2,-1,-1,0,6,2,4,0,0,0,25,11,7,1,1,0,38,12,0,2,0,7,0,-1,0,3,-1,5,2,-1,-1,0,8,1,4,0,0,0,27,17,3,0,0,0,sherj901,Jack Sheridan,manna901,Al Mannassau,,(none),,(none),,(none),,(none),grifc101,Clark Griffith,stalg101,George Stallings,millr112,Roscoe Miller,harve101,Zaza Harvey,,(none),,(none),harve101,Zaza Harvey,millr112,Roscoe Miller,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,isbef101,Frank Isbell,3,hartf101,Fred Hartman,5,shugf101,Frank Shugart,6,mcfah102,Herm McFarland,7,sullb102,Billy Sullivan,2,harve101,Zaza Harvey,1,cased101,Doc Casey,5,barrj103,Jimmy Barrett,8,gleak101,Kid Gleason,4,holmd101,Ducky Holmes,9,dillp103,Pop Dillon,3,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,mcals101,Sport McAllister,2,millr112,Roscoe Miller,1,,D
19010513,0,Mon,CLE,AL,18,MLA,AL,18,4,5,51,D,,,,MIL04,500,105,201100,00021110x,33,7,2,0,0,3,2,-1,1,2,-1,-1,0,-1,-1,0,7,1,3,0,0,0,24,14,5,0,0,0,34,11,3,0,0,4,2,-1,0,2,-1,0,5,-1,-1,0,9,1,3,0,0,0,27,13,1,0,1,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),mcalj102,Jimmy McAleer,duffh101,Hugh Duffy,hawlp101,Pink Hawley,scote102,Ed Scott,,(none),,(none),scote102,Ed Scott,hawlp101,Pink Hawley,picko101,Ollie Pickering,9,mccaj105,Jack McCarthy,7,bradb102,Bill Bradley,5,lachc101,Candy LaChance,3,woodb101,Bob Wood,2,yeagg101,George Yeager,4,shayd101,Danny Shay,6,genif101,Frank Genins,8,scote102,Ed Scott,1,waldi101,Irv Waldron,9,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,8,andej101,John Anderson,3,frieb103,Bill Friel,6,duffh101,Hugh Duffy,7,burkj104,Jimmy Burke,5,leaht101,Tom Leahy,2,hawlp101,Pink Hawley,1,,D
19010513,0,Mon,PHI,NL,17,BSN,NL,14,6,5,54,D,,,,BOS05,1200,124,201201000,103010000,35,11,5,0,0,5,1,-1,0,7,-1,2,1,-1,-1,0,10,1,5,0,0,0,27,17,4,0,0,0,35,9,0,0,0,4,4,-1,1,3,-1,2,3,-1,-1,0,11,1,4,0,0,0,27,21,2,0,2,0,nashb101,Billy Nash,,(none),,(none),,(none),,(none),,(none),shetb801,Bill Shettsline,selef801,Frank Selee,donar101,Red Donahue,lawsb101,Bob Lawson,,(none),,(none),donar101,Red Donahue,lawsb101,Bob Lawson,thomr101,Roy Thomas,8,delae101,Ed Delahanty,3,flice101,Elmer Flick,9,wolvh101,Harry Wolverton,5,slagj102,Jimmy Slagle,7,mcfae101,Ed McFarland,2,crosm101,Monte Cross,6,hallb101,Bill Hallman,4,donar101,Red Donahue,1,hamib101,Billy Hamilton,8,tennf102,Fred Tenney,3,demog101,Gene DeMontreville,5,longh101,Herman Long,6,crolf101,Fred Crolius,9,gammd101,Daff Gammons,7,loweb101,Bobby Lowe,4,kittm101,Malachi Kittridge,2,lawsb101,Bob Lawson,1,,D
19010513,0,Mon,BRO,NL,16,NY1,NL,13,7,7,51,D,,H,,NYC10,6100,120,301021,02010400x,39,9,1,1,0,3,0,-1,1,2,-1,7,1,-1,-1,0,8,1,5,0,1,0,24,10,4,0,2,0,29,7,0,0,0,5,1,-1,0,9,-1,5,0,-1,-1,0,8,1,3,0,0,0,27,9,8,0,0,0,odayh101,Hank O'Day,,(none),,(none),,(none),,(none),,(none),hanln101,Ned Hanlon,davig102,George Davis,,,,,,(none),,(none),donob101,Bill Donovan,tayld102,Dummy Taylor,shecj101,Jimmy Sheckard,7,kellj106,Joe Kelley,3,keelw101,Willie Keeler,9,mccrt101,Tom McCreery,8,dalyt101,Tom Daly,4,dahlb102,Bill Dahlen,6,gatif101,Frank Gatins,5,mcgud101,Deacon McGuire,2,donob101,Bill Donovan,1,bernc101,Curt Bernard,8,selbk101,Kip Selbach,7,davig102,George Davis,6,hickc101,Charlie Hickman,9,stras102,Sammy Strang,5,ganzj101,John Ganzel,3,nelsr102,Ray Nelson,4,bowef102,Frank Bowerman,2,tayld102,Dummy Taylor,1,,D
